Instance Name;Score;Cluster num;Total Distance;TMAX;Runtime;Path;Cluster Function type;Gen
11berlin52_T60_p2.sop;544.0332951045563;11;2357.887391573493;2424;24.429997205734253;[22, 18, 31, 3, 17, 7, 2, 42, 30, 21, 23, 20, 50];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];300
11berlin52_T60_p1.sop;12.649187973186294;11;2351.6383767922016;2424;29.049062728881836;[50, 20, 23, 32, 45, 19, 8, 9, 41, 3, 17, 18, 31];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];400
11berlin52_T80_p1.sop;17.614507426860392;11;3097.6757267594353;3232;36.290921449661255;[34, 49, 32, 45, 19, 3, 17, 18, 31, 21, 42, 7, 2, 30, 29, 20, 50, 23, 22];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];500
11berlin52_T40_p2.sop;273.78395367422894;11;1506.1589326257222;1616;22.309006452560425;[22, 45, 19, 8, 41, 3, 17, 18, 31];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];300
14st70_T40_p1.sop;12.943931020544584;14;122.42697063686435;126;27.428279638290405;[36, 29, 13, 70, 31, 69, 35, 59, 38, 23, 47, 58, 37, 16];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];300
11berlin52_T40_p1.sop;10.667941081979794;11;1552.4742528012873;1616;22.65718412399292;[22, 50, 20, 23, 31, 18, 3, 41, 8, 19, 45, 49];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];300
14st70_T40_p2.sop;627.0000000000003;14;125.06787774214908;126;27.777727127075195;[36, 29, 13, 23, 38, 22, 66, 63, 59, 35, 69, 31, 70];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];300
11berlin52_T80_p2.sop;619.5635174730428;11;2975.8072611408056;3232;30.76439356803894;[22, 32, 43, 45, 18, 31, 21, 17, 3, 41, 8, 9, 10, 19];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];400
11berlin52_T40_p2.sop;277.7144052853172;11;1365.0962870329329;1616;22.33560037612915;[31, 18, 3, 17, 21, 23, 20, 50];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];300
11berlin52_T60_p2.sop;544.6046341668674;11;2386.2731211916685;2424;31.54066562652588;[31, 18, 3, 17, 7, 2, 42, 21, 30, 50, 20, 23, 22, 49];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];400
11berlin52_T80_p1.sop;17.35738321400041;11;3092.6952659119997;3232;29.317530155181885;[22, 21, 30, 29, 50, 20, 23, 31, 18, 3, 45, 41, 8, 9, 10, 19, 32, 49, 34, 39];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];400
11berlin52_T40_p1.sop;9.757370718259885;11;1494.7227640315293;1616;16.02750015258789;[45, 19, 41, 3, 18, 31, 22, 23, 20, 50];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];200
11berlin52_T60_p1.sop;16.9517168704642;11;2423.493353577811;2424;42.751506328582764;[31, 23, 22, 18, 3, 41, 19, 45, 32, 49, 35, 36, 34, 37, 38, 39, 6, 48, 15, 24, 40, 44];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];600
14st70_T40_p2.sop;517.9222685428869;14;120.53565373453195;126;27.28485894203186;[36, 23, 13, 29, 70, 31, 69, 35, 59, 63, 22, 38, 16];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];300
14st70_T40_p1.sop;13.572066159015812;14;114.1651427753598;126;36.23624539375305;[36, 16, 47, 23, 38, 63, 66, 22, 59, 69, 31, 70, 13, 29];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];400
11berlin52_T60_p2.sop;451.2643375224737;11;2350.151888292737;2424;16.47513437271118;[31, 18, 19, 41, 8, 9, 10, 33, 43, 45];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];200
11berlin52_T40_p2.sop;344.1028633679648;11;1570.0894668479407;1616;24.058043003082275;[31, 18, 3, 41, 8, 9, 10, 19, 45, 32, 49];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];300
11berlin52_T80_p2.sop;713.4802668924332;11;3065.034917759658;3232;31.758374452590942;[32, 45, 19, 10, 9, 8, 41, 7, 2, 42, 21, 17, 3, 18, 31];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];400
11berlin52_T80_p1.sop;16.404227036760826;11;2913.5114179733673;3232;29.12532877922058;[22, 18, 31, 21, 30, 29, 20, 50, 23, 45, 10, 9, 8, 41, 19, 3];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];400
11berlin52_T40_p1.sop;10.491606135138206;11;1601.9567437629426;1616;29.21383261680603;[49, 32, 45, 19, 3, 18, 31, 21, 23, 20, 50, 35];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];400
11berlin52_T40_p2.sop;383.4062775856828;11;1614.0529332893032;1616;19.374226808547974;[19, 41, 8, 9, 10, 43, 45, 32];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];200
11berlin52_T60_p2.sop;616.9776166479938;11;2317.016009874806;2424;26.02600908279419;[22, 31, 18, 17, 3, 45, 43, 10, 9, 8, 41, 19, 32];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];300
14st70_T40_p2.sop;517.9222685428869;14;120.05652404742108;126;27.13330602645874;[16, 36, 29, 13, 31, 69, 70, 35, 59, 63, 22, 38, 23];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];300
11berlin52_T60_p1.sop;13.457411142552616;11;2313.816155335129;2424;35.51560044288635;[22, 49, 35, 34, 32, 45, 19, 8, 41, 3, 17, 18, 31, 21, 23, 20, 50];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];500
14st70_T40_p1.sop;13.572066159015812;14;115.42501613537404;126;28.421175718307495;[16, 47, 66, 63, 22, 59, 38, 69, 31, 70, 29, 13, 23, 36];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];300
11berlin52_T80_p2.sop;810.4062775856827;11;3222.365209463004;3232;24.600585460662842;[2, 7, 42, 17, 31, 18, 3, 19, 41, 8, 9, 10, 43, 45, 32];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];300
11berlin52_T80_p1.sop;18.034173105100255;11;3086.1747839127775;3232;29.345075368881226;[50, 29, 20, 23, 30, 42, 21, 31, 18, 3, 19, 41, 8, 9, 10, 45, 32, 49];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];400
11berlin52_T40_p2.sop;272.3776760885461;11;1583.7048530958803;1616;22.29587721824646;[31, 18, 17, 3, 45, 8, 41, 19];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];300
11berlin52_T60_p2.sop;440.0739893067504;11;2219.857497674139;2424;17.00091290473938;[31, 18, 45, 3, 17, 21, 7, 2, 42];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];200
11berlin52_T40_p1.sop;10.480244583947773;11;1559.2861801168874;1616;28.882821798324585;[22, 50, 20, 23, 31, 18, 3, 8, 41, 19, 45];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];400
14st70_T40_p2.sop;476.020524641649;14;112.41876710147557;126;19.428935766220093;[70, 31, 69, 35, 59, 22, 38, 23, 13, 29, 36];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];200
11berlin52_T60_p1.sop;14.030754841164594;11;2257.1114212418256;2424;22.66712784767151;[21, 30, 29, 50, 20, 23, 31, 18, 3, 8, 41, 19, 45, 32];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];300
11berlin52_T40_p1.sop;9.847875433996734;11;1558.607512479646;1616;16.12481188774109;[22, 18, 3, 41, 8, 19, 45, 31, 23, 20];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];200
11berlin52_T80_p2.sop;737.8943660673845;11;3156.988091142766;3232;32.56009578704834;[3, 17, 7, 2, 42, 21, 30, 29, 50, 20, 23, 45, 32, 18, 31];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];400
14st70_T40_p1.sop;13.720962531518126;14;121.57453930996147;126;36.64427876472473;[36, 29, 13, 70, 31, 69, 38, 59, 22, 63, 66, 53, 47, 16];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];400
11berlin52_T40_p2.sop;342.1252467199708;11;1544.9390079586833;1616;24.23821783065796;[45, 19, 10, 9, 8, 41, 3, 18, 31];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];300
11berlin52_T60_p2.sop;473.6920219333112;11;2391.1760432783663;2424;30.606183528900146;[49, 50, 20, 23, 21, 18, 3, 17, 7, 2, 42, 31, 22];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];400
11berlin52_T80_p1.sop;17.177709972419752;11;2979.3511791810706;3232;35.879289865493774;[32, 49, 45, 43, 10, 9, 8, 41, 19, 3, 18, 31, 21, 30, 29, 50, 20, 23];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];500
11berlin52_T40_p1.sop;9.378760995761873;11;1500.7785649245407;1616;15.950488567352295;[22, 23, 45, 19, 8, 41, 3, 18, 31];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];200
11berlin52_T60_p1.sop;14.41390276656147;11;2387.144444694264;2424;29.295480251312256;[49, 32, 45, 19, 3, 18, 31, 23, 20, 50, 29, 30, 42, 21];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];400
14st70_T40_p2.sop;631.8431254296353;14;123.75990268737041;126;35.81110668182373;[16, 47, 23, 38, 22, 66, 63, 59, 35, 69, 31, 70, 13, 29, 36];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];400
14st70_T40_p1.sop;13.572066159015812;14;115.04847700645136;126;27.84408926963806;[16, 47, 13, 29, 70, 31, 69, 59, 63, 66, 22, 38, 23, 36];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];300
11berlin52_T40_p2.sop;280.49548325046436;11;1561.5543732345056;1616;29.005937099456787;[31, 18, 3, 17, 21, 23, 20, 50, 44, 34, 36];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];400
11berlin52_T80_p2.sop;740.3990560881246;11;3188.143130898823;3232;39.16102957725525;[34, 35, 49, 32, 45, 21, 23, 50, 20, 29, 30, 42, 2, 7, 17, 3, 18, 31];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];500
11berlin52_T40_p1.sop;10.035571932028756;11;1477.9174338860714;1616;22.421557664871216;[20, 23, 31, 18, 3, 41, 8, 19, 45, 32, 22];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];300
11berlin52_T60_p1.sop;13.054910161207829;11;2266.854664066982;2424;22.55932354927063;[22, 49, 32, 45, 19, 10, 8, 41, 3, 17, 18, 31, 23, 20, 50];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential'];300
