Instance Name;Score;Cluster num;Total Distance;TMAX;Runtime;Path;Cluster Function type
11berlin52_T60_p2.sop;261.7490556542218;11;2416.5960140716734;2424;22.333796977996826;[30, 43, 41, 49, 9, 10, 23, 46, 32];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential']
11berlin52_T40_p1.sop;9.663179010392014;11;1564.8281288557405;1616;22.922797918319702;[47, 30, 43, 17, 16, 20, 48, 18, 21, 19, 29];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential']
11berlin52_T40_p2.sop;260.6376400266494;11;1592.668275797699;1616;23.75284218788147;[33, 32, 34, 47, 30, 43, 17, 39, 1, 15, 16, 29, 20];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential']
11berlin52_T60_p1.sop;12.996997482369546;11;2410.7896429339235;2424;24.94084358215332;[20, 16, 29, 1, 43, 17, 39, 6, 8, 7, 41, 37, 32, 42, 48];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential']
11berlin52_T80_p1.sop;16.131982264856543;11;3180.9830006878037;3232;24.967882871627808;[20, 33, 47, 30, 43, 17, 39, 6, 1, 16, 29, 19, 21, 18, 27, 48, 28, 40];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential']
11berlin52_T80_p2.sop;376.29566761849003;11;3145.3325631827056;3232;24.525782585144043;[34, 33, 32, 37, 46, 3, 36, 10, 25, 49, 9, 26, 24, 42];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential']
14st70_T40_p2.sop;461.85630691435915;14;124.57349800542512;126;26.324212074279785;[27, 68, 29, 67, 34, 11, 33, 57, 36, 21];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential']
14st70_T40_p1.sop;13.148896372502312;14;121.06341224706657;126;27.947629690170288;[14, 21, 67, 29, 68, 27, 11, 20, 64, 61, 57, 36, 34];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential']
11berlin52_T40_p2.sop;242.621365423644;11;1581.526593121176;1616;20.766964435577393;[29, 19, 40, 5, 0, 28, 21, 18];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential']
11berlin52_T40_p1.sop;9.784483183783408;11;1607.3811646581776;1616;22.210039854049683;[20, 21, 29, 47, 30, 43, 17, 39, 6, 1, 16];['exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential', 'exponential']
